"REF_DATE","GEO","DGUID","Milled wheat and wheat flour produced","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","255","","","","0"
"2024-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","288","","","","0"
"2024-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","291","","","","0"
"2024-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","257","","","","0"
"2004-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","222","","","","0"
"2004-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","211","","","","0"
"2004-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","213","","","","0"
"2004-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","202","","","","0"
"2005-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","194","","","","0"
"2005-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","185","","","","0"
"2005-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","203","","","","0"
"2005-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2005-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","201","","","","0"
"2005-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","208","","","","0"
"2005-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","192","","","","0"
"2005-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","224","","","","0"
"2005-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","223","","","","0"
"2005-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","217","","","","0"
"2005-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","214","","","","0"
"2005-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","192","","","","0"
"2006-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","198","","","","0"
"2006-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","169","","","","0"
"2006-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","204","","","","0"
"2006-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","181","","","","0"
"2006-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","208","","","","0"
"2006-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","212","","","","0"
"2006-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2006-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","219","","","","0"
"2006-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","215","","","","0"
"2006-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","225","","","","0"
"2006-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","221","","","","0"
"2006-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2007-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","209","","","","0"
"2007-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","192","","","","0"
"2007-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2007-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","187","","","","0"
"2007-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","194","","","","0"
"2007-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","199","","","","0"
"2007-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2007-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","212","","","","0"
"2007-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","198","","","","0"
"2007-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","203","","","","0"
"2007-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","213","","","","0"
"2007-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","184","","","","0"
"2008-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","192","","","","0"
"2008-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","174","","","","0"
"2008-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","180","","","","0"
"2008-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","190","","","","0"
"2008-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","184","","","","0"
"2008-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","185","","","","0"
"2008-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2008-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","177","","","","0"
"2008-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","186","","","","0"
"2008-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","198","","","","0"
"2008-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","184","","","","0"
"2008-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","180","","","","0"
"2009-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","173","","","","0"
"2009-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","166","","","","0"
"2009-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","185","","","","0"
"2009-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","182","","","","0"
"2009-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","179","","","","0"
"2009-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","197","","","","0"
"2009-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","196","","","","0"
"2009-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","191","","","","0"
"2009-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","205","","","","0"
"2009-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","209","","","","0"
"2009-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2009-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","197","","","","0"
"2010-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","182","","","","0"
"2010-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","173","","","","0"
"2010-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","195","","","","0"
"2010-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","186","","","","0"
"2010-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","179","","","","0"
"2010-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2010-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2010-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","208","","","","0"
"2010-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2010-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","201","","","","0"
"2010-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","210","","","","0"
"2010-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","185","","","","0"
"2011-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","180","","","","0"
"2011-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","168","","","","0"
"2011-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","199","","","","0"
"2011-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","178","","","","0"
"2011-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","183","","","","0"
"2011-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","189","","","","0"
"2011-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","185","","","","0"
"2011-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","201","","","","0"
"2011-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","195","","","","0"
"2011-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","192","","","","0"
"2011-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2011-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","170","","","","0"
"2012-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","172","","","","0"
"2012-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","169","","","","0"
"2012-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","181","","","","0"
"2012-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","168","","","","0"
"2012-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","184","","","","0"
"2012-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","181","","","","0"
"2012-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","191","","","","0"
"2012-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","194","","","","0"
"2012-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","186","","","","0"
"2012-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2012-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","203","","","","0"
"2012-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","170","","","","0"
"2013-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","188","","","","0"
"2013-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","164","","","","0"
"2013-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","173","","","","0"
"2013-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","182","","","","0"
"2013-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","187","","","","0"
"2013-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","181","","","","0"
"2013-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","188","","","","0"
"2013-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","192","","","","0"
"2013-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","196","","","","0"
"2013-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2013-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2013-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","167","","","","0"
"2014-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","192","","","","0"
"2014-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","172","","","","0"
"2014-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","181","","","","0"
"2014-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","182","","","","0"
"2014-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2014-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","191","","","","0"
"2014-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2014-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","190","","","","0"
"2014-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","195","","","","0"
"2014-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","208","","","","0"
"2014-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","191","","","","0"
"2014-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","180","","","","0"
"2015-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","187","","","","0"
"2015-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","171","","","","0"
"2015-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","191","","","","0"
"2015-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","182","","","","0"
"2015-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2015-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","197","","","","0"
"2015-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","195","","","","0"
"2015-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2015-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","203","","","","0"
"2015-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","209","","","","0"
"2015-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","199","","","","0"
"2015-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","190","","","","0"
"2016-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","188","","","","0"
"2016-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","190","","","","0"
"2016-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","184","","","","0"
"2016-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","183","","","","0"
"2016-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","184","","","","0"
"2016-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2016-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","198","","","","0"
"2016-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2016-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2016-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","196","","","","0"
"2016-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2016-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","179","","","","0"
"2017-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","190","","","","0"
"2017-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","166","","","","0"
"2017-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","198","","","","0"
"2017-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","171","","","","0"
"2017-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","197","","","","0"
"2017-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2017-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","188","","","","0"
"2017-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","210","","","","0"
"2017-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","205","","","","0"
"2017-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","212","","","","0"
"2017-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2017-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","189","","","","0"
"2018-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","205","","","","0"
"2018-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","184","","","","0"
"2018-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","193","","","","0"
"2018-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","191","","","","0"
"2018-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","208","","","","0"
"2018-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","197","","","","0"
"2018-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","204","","","","0"
"2018-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","209","","","","0"
"2018-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","198","","","","0"
"2018-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","211","","","","0"
"2018-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","216","","","","0"
"2018-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","188","","","","0"
"2019-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2019-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","177","","","","0"
"2019-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","208","","","","0"
"2019-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","199","","","","0"
"2019-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","213","","","","0"
"2019-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","190","","","","0"
"2019-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","213","","","","0"
"2019-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","217","","","","0"
"2019-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","205","","","","0"
"2019-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","218","","","","0"
"2019-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","215","","","","0"
"2019-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","190","","","","0"
"2020-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2020-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","183","","","","0"
"2020-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","216","","","","0"
"2020-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","195","","","","0"
"2020-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","198","","","","0"
"2020-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","207","","","","0"
"2020-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","208","","","","0"
"2020-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","218","","","","0"
"2020-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","217","","","","0"
"2020-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","222","","","","0"
"2020-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","218","","","","0"
"2020-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","200","","","","0"
"2021-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","197","","","","0"
"2021-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","181","","","","0"
"2021-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","210","","","","0"
"2021-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","196","","","","0"
"2021-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","191","","","","0"
"2021-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2021-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","205","","","","0"
"2021-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2021-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","210","","","","0"
"2021-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","216","","","","0"
"2021-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","217","","","","0"
"2021-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","198","","","","0"
"2022-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","201","","","","0"
"2022-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","198","","","","0"
"2022-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","208","","","","0"
"2022-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","204","","","","0"
"2022-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","207","","","","0"
"2022-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","207","","","","0"
"2022-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","206","","","","0"
"2022-08","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","210","","","","0"
"2022-09","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","221","","","","0"
"2022-10","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","214","","","","0"
"2022-11","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","217","","","","0"
"2022-12","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","196","","","","0"
"2023-01","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","205","","","","0"
"2023-02","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","192","","","","0"
"2023-03","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","223","","","","0"
"2023-04","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","191","","","","0"
"2023-05","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","212","","","","0"
"2023-06","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","211","","","","0"
"2023-07","Canada","2016A000011124","Total wheat flour produced","Metric tonnes","214","thousands","3","v41294759","1.7","209","","","","0"
